ID,Faixa_etaria,Idade,Sexo,Genero,Cor_raca,Residencia_fixa,Tempo_rua_RJ,Voltar_cidade_natal
1071,50 a 59,58,Feminino,Mulher Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
1072,50 a 59,58,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Sim
1073,50 a 59,52,Masculino,Homem Cis,Parda,Sim,Mais de 1 ano até 5 anos,Sim
1074,50 a 59,52,Feminino,Mulher Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
1075,18 a 30,25,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Sim
1076,31 a 49,42,Masculino,Homem Cis,Parda,Sim,Mais de 1 mês até 6 meses,Sim
1077,31 a 49,49,Masculino,Homem Cis,Branca,Sim,Menos de 1 mês,Sim
1078,18 a 30,26,Feminino,Mulher Cis,Parda,Sim,Menos de 1 mês,Não se aplica
1079,31 a 49,43,Masculino,Homem Cis,Branca,Não,Mais de 1 ano até 5 anos,Não
1080,50 a 59,54,Feminino,Mulher Cis,Branca,Não,Mais de 1 ano até 5 anos,Não se aplica
1081,18 a 30,30,Feminino,Mulher Cis,Preta,Sim,Menos de 1 mês,Não se aplica
1082,31 a 49,48,Masculino,Homem Cis,Branca,Não,Mais de 15 anos,Não
1083,31 a 49,33,Masculino,Homem Cis,Parda,Não,Mais de 1 mês até 6 meses,Não
1084,50 a 59,56,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
1085,60 a 69,62,Masculino,Homem Cis,Branca,Não,Mais de 5 ano até 10 anos,Sim
1086,50 a 59,55,Masculino,Homem Cis,Branca,Não,Mais de 1 mês até 6 meses,Não
1087,50 a 59,51,Masculino,Homem Cis,Branca,Não,Mais de 15 anos,Não
1088,50 a 59,54,Masculino,Homem Cis,Parda,Sim,Mais de 1 ano até 5 anos,Sim
1089,18 a 30,20,Masculino,Homem Cis,Parda,Não,Mais de 1 mês até 6 meses,NS/NR
1090,50 a 59,56,Masculino,Homem Cis,Preta,Não,NS/NR,Não se aplica
1091,31 a 49,36,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
1092,18 a 30,27,Masculino,Homem Cis,Branca,Não,Mais de 5 ano até 10 anos,Sim
1093,31 a 49,34,Feminino,Mulher Cis,Parda,Sim,Mais de 6 meses até 1 ano,Sim
1094,50 a 59,59,Masculino,Homem Cis,Parda,Não,Mais de 1 mês até 6 meses,Sim
1095,31 a 49,36,Masculino,Homem Cis,Preta,Não,Mais de 6 meses até 1 ano,Não se aplica
1096,31 a 49,39,Masculino,Homem Cis,Parda,Não,Mais de 15 anos,Sim
1097,60 a 69,64,Masculino,Homem Cis,Branca,Sim,Mais de 5 ano até 10 anos,Não se aplica
1098,60 a 69,63,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Não
1099,31 a 49,34,Masculino,Homem Cis,Branca,Sim,Mais de 10 anos até 15 anos,Sim
1100,31 a 49,45,Masculino,Homem Cis,Parda,Não,Mais de 15 anos,Não se aplica
1101,18 a 30,25,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
1102,31 a 49,43,Feminino,Mulher Cis,Preta,Não,Mais de 1 ano até 5 anos,Sim
1103,31 a 49,34,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Sim
1104,31 a 49,35,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não
1105,31 a 49,32,Masculino,Homem Cis,Preta,Sim,Mais de 1 ano até 5 anos,Não se aplica
1106,31 a 49,38,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
1107,31 a 49,32,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Não se aplica
1108,31 a 49,38,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Não se aplica
1109,31 a 49,39,Masculino,Homem Cis,Preta,Não,Mais de 10 anos até 15 anos,Não
1110,31 a 49,42,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Sim
1111,31 a 49,40,Feminino,Mulher Cis,Parda,Sim,Mais de 1 ano até 5 anos,Não se aplica
1112,50 a 59,59,Masculino,Homem Cis,Parda,Sim,Mais de 5 ano até 10 anos,Não
1113,18 a 30,21,Masculino,Travesti,Preta,Sim,Mais de 1 mês até 6 meses,Não se aplica
1114,31 a 49,40,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
1115,60 a 69,65,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
1116,50 a 59,57,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Não se aplica
1117,60 a 69,64,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
1118,31 a 49,39,Masculino,Homem Cis,Parda,Sim,Menos de 1 mês,Não se aplica
1119,18 a 30,25,Masculino,Homem Cis,Parda,Não,Mais de 1 mês até 6 meses,Não se aplica
1120,18 a 30,28,Masculino,Homem Cis,Parda,Não,Menos de 1 mês,Não
1121,31 a 49,35,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
1122,31 a 49,48,Feminino,Mulher Cis,Parda,Sim,Menos de 1 mês,Não se aplica
1123,60 a 69,61,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
1124,31 a 49,41,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não
1125,50 a 59,53,Masculino,Homem Cis,Parda,Não,Mais de 15 anos,Não se aplica
1126,60 a 69,65,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Sim
1127,31 a 49,32,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Sim
1128,50 a 59,55,Masculino,Homem Cis,Preta,Não,Mais de 15 anos,Não se aplica
1129,31 a 49,33,Masculino,Homem Cis,Preta,Não,Mais de 15 anos,Não se aplica
1130,31 a 49,49,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não
1131,50 a 59,59,Masculino,Homem Cis,Preta,Não,Mais de 6 meses até 1 ano,Não se aplica
1132,18 a 30,27,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
1133,31 a 49,43,Feminino,Mulher Cis,Preta,Não,Mais de 1 ano até 5 anos,Não
1134,60 a 69,62,Masculino,Homem Cis,Parda,Não,Mais de 1 mês até 6 meses,Não se aplica
1135,50 a 59,52,Masculino,Homem Cis,Preta,Não,Mais de 1 mês até 6 meses,Não se aplica
1136,31 a 49,39,Masculino,Homem Cis,Branca,Não,Menos de 1 mês,Não
1137,18 a 30,30,Feminino,Mulher Cis,Parda,Não,Mais de 1 mês até 6 meses,Não se aplica
1138,18 a 30,29,Masculino,Mulher Trans,Preta,Não,Mais de 1 mês até 6 meses,Não
1139,50 a 59,54,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
1140,50 a 59,54,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
1141,18 a 30,20,Masculino,Homem Cis,Branca,Não,Menos de 1 mês,Não se aplica
1142,31 a 49,42,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Não se aplica
1143,50 a 59,51,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Não se aplica
1144,60 a 69,60,Feminino,Mulher Cis,Branca,Sim,Mais de 1 mês até 6 meses,Não se aplica
1145,31 a 49,40,Masculino,Homem Cis,Parda,Não,Menos de 1 mês,Não se aplica
1146,31 a 49,35,Masculino,Mulher Trans,Parda,Não,Mais de 1 ano até 5 anos,Não
1147,31 a 49,39,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não
1148,31 a 49,43,Masculino,Homem Cis,Parda,Sim,Mais de 6 meses até 1 ano,Não
1149,31 a 49,44,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
1150,18 a 30,30,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Sim
1151,31 a 49,34,Masculino,Homem Cis,Parda,Sim,Mais de 6 meses até 1 ano,Não
1152,18 a 30,25,Masculino,Homem Cis,Preta,Não,Mais de 1 mês até 6 meses,Não
1153,31 a 49,43,Feminino,Mulher Cis,Parda,Sim,Mais de 5 ano até 10 anos,Não se aplica
1154,18 a 30,27,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
1155,50 a 59,51,Masculino,Homem Cis,Branca,Não,Mais de 1 mês até 6 meses,Sim
1156,18 a 30,28,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não
1157,50 a 59,50,Feminino,Mulher Cis,Parda,Não,Mais de 1 mês até 6 meses,Não
1158,31 a 49,34,Masculino,NS/NR,Parda,Não,Mais de 6 meses até 1 ano,Não
1159,31 a 49,43,Masculino,Homem Cis,Parda,Não,Mais de 15 anos,Não
1160,31 a 49,37,Feminino,Mulher Cis,Parda,Não,Mais de 1 mês até 6 meses,Não se aplica
1161,31 a 49,31,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Sim
1162,50 a 59,53,Masculino,Homem Cis,Preta,Não,Mais de 15 anos,Não se aplica
1163,60 a 69,61,Masculino,NS/NR,Preta,Não,Mais de 15 anos,Não
1164,31 a 49,45,Masculino,Homem Cis,Preta,Não,Mais de 15 anos,Não se aplica
1165,50 a 59,55,Masculino,Homem Cis,Não identificada,Não,Mais de 1 ano até 5 anos,Não se aplica
1166,60 a 69,63,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
1167,18 a 30,26,Masculino,Homem Cis,Branca,Não,Mais de 1 mês até 6 meses,Sim
1168,18 a 30,30,Masculino,Homem Cis,Preta,Não,Mais de 1 mês até 6 meses,Não se aplica
1169,31 a 49,43,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
1170,31 a 49,47,Masculino,Homem Cis,Branca,Não,Mais de 6 meses até 1 ano,Não
1171,18 a 30,25,Feminino,Mulher Cis,Branca,Não,Mais de 6 meses até 1 ano,Não se aplica
1172,31 a 49,46,Feminino,Mulher Cis,Preta,Não,Mais de 6 meses até 1 ano,Sim
1173,31 a 49,35,Masculino,Homem Cis,Preta,Sim,Mais de 1 mês até 6 meses,Não se aplica
1174,18 a 30,30,Masculino,Homem Cis,Preta,Sim,Mais de 1 mês até 6 meses,Não se aplica
1175,31 a 49,40,Masculino,Homem Cis,Preta,Não,Mais de 5 ano até 10 anos,Não se aplica
1176,31 a 49,37,Masculino,Homem Cis,Branca,Não,Mais de 15 anos,Não
1177,50 a 59,57,Masculino,Homem Cis,Amarela,Não,Mais de 10 anos até 15 anos,Sim
1178,18 a 30,24,Masculino,Homem Cis,Branca,Não,Mais de 5 ano até 10 anos,Não se aplica
1179,80 a 89,81,Masculino,Homem Cis,Preta,Não,Mais de 1 mês até 6 meses,Sim
1180,31 a 49,45,Masculino,Homem Cis,Branca,Não,Mais de 1 ano até 5 anos,Não se aplica
1181,70 a 79,73,Masculino,Homem Cis,Branca,Não,Mais de 10 anos até 15 anos,Não
1182,31 a 49,41,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
1183,31 a 49,45,Masculino,Homem Cis,Preta,Não,Mais de 1 mês até 6 meses,Não se aplica
1184,50 a 59,54,Masculino,Homem Cis,Branca,Não,Menos de 1 mês,Não
1185,31 a 49,39,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Não se aplica
1186,31 a 49,44,Masculino,Homem Cis,Branca,Não,Mais de 1 ano até 5 anos,Não
1187,31 a 49,44,Masculino,Homem Cis,Preta,Não,Mais de 5 ano até 10 anos,Não se aplica
1188,31 a 49,48,Masculino,Homem Cis,Preta,Não,Mais de 15 anos,Não se aplica
1189,50 a 59,55,Masculino,Homem Cis,Branca,Não,Mais de 5 ano até 10 anos,Não se aplica
1190,31 a 49,32,Feminino,Mulher Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
1191,18 a 30,30,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Sim
1192,18 a 30,23,Masculino,Homem Cis,Preta,Não,Mais de 1 mês até 6 meses,Não se aplica
1193,31 a 49,32,Feminino,Mulher Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
1194,31 a 49,49,Masculino,Homem Cis,Preta,Não,Mais de 5 ano até 10 anos,Não
1195,50 a 59,50,Feminino,Mulher Cis,Parda,Não,Mais de 1 mês até 6 meses,Sim
1196,50 a 59,59,Masculino,Homem Cis,Preta,Não,Mais de 10 anos até 15 anos,Não
1197,31 a 49,46,Masculino,Homem Cis,Preta,Não,Mais de 10 anos até 15 anos,Não se aplica
1198,60 a 69,65,Masculino,Homem Cis,Preta,Não,Mais de 6 meses até 1 ano,Sim
1199,50 a 59,53,Masculino,Homem Cis,Branca,Não,Mais de 15 anos,Sim
1200,50 a 59,56,Masculino,Homem Cis,Preta,Sim,Mais de 1 ano até 5 anos,Não se aplica
1201,50 a 59,53,Masculino,Homem Cis,Branca,Não,Mais de 5 ano até 10 anos,Não se aplica
1202,31 a 49,47,Masculino,Homem Cis,Preta,Não,Mais de 6 meses até 1 ano,Não se aplica
1203,31 a 49,46,Masculino,Homem Cis,Preta,Não,Mais de 5 ano até 10 anos,Não se aplica
1204,31 a 49,38,Feminino,Mulher Cis,Preta,Sim,Mais de 6 meses até 1 ano,Sim
1205,50 a 59,55,Masculino,Homem Cis,Preta,Não,Mais de 15 anos,Não se aplica
1206,50 a 59,53,Masculino,Homem Cis,Preta,Não,Mais de 1 mês até 6 meses,Não se aplica
1207,60 a 69,60,Masculino,Homem Cis,Branca,Não,Mais de 15 anos,Não se aplica
1208,60 a 69,62,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Não se aplica
1209,18 a 30,29,Masculino,Homem Cis,Parda,Não,Menos de 1 mês,Sim
1210,31 a 49,48,Masculino,Homem Cis,Preta,Não,Mais de 1 mês até 6 meses,Não se aplica
1211,31 a 49,40,Masculino,Homem Cis,Preta,Não,Mais de 1 mês até 6 meses,Não se aplica
1212,18 a 30,29,Feminino,Mulher Cis,Preta,Não,Mais de 1 mês até 6 meses,Não
1213,18 a 30,28,Feminino,Mulher Cis,Preta,Não,Mais de 15 anos,Não se aplica
1214,50 a 59,59,Masculino,Mulher Trans,Branca,Não,Mais de 1 mês até 6 meses,Não se aplica
1215,31 a 49,36,Masculino,Mulher Trans,Parda,Sim,Mais de 6 meses até 1 ano,Não
1216,31 a 49,40,Masculino,Homem Cis,Branca,Não,Mais de 1 ano até 5 anos,Não se aplica
1217,50 a 59,58,Masculino,Homem Cis,Branca,Não,Mais de 15 anos,Não
1218,31 a 49,39,Masculino,Homem Cis,Parda,Sim,Mais de 10 anos até 15 anos,Não se aplica
1219,31 a 49,42,Masculino,Homem Cis,Branca,Não,Mais de 1 ano até 5 anos,Não se aplica
1220,18 a 30,28,Masculino,Homem Cis,Parda,Não,Menos de 1 mês,Não se aplica
1221,18 a 30,21,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
1222,31 a 49,49,Masculino,Homem Cis,Parda,Sim,Mais de 5 ano até 10 anos,Não se aplica
1223,31 a 49,44,Masculino,Homem Cis,Preta,Sim,Mais de 5 ano até 10 anos,Não se aplica
1224,60 a 69,63,Feminino,Mulher Cis,Parda,Não,Mais de 10 anos até 15 anos,Não se aplica
1225,31 a 49,45,Masculino,Homem Cis,Preta,Não,Mais de 15 anos,Não se aplica
1226,31 a 49,35,Masculino,Mulher Trans,Parda,Sim,Mais de 5 ano até 10 anos,Não se aplica
1227,50 a 59,55,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
1228,50 a 59,51,Masculino,Homem Cis,Preta,Sim,Mais de 6 meses até 1 ano,Não se aplica
1229,31 a 49,41,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não
1230,50 a 59,58,Masculino,Homem Cis,Preta,Não,Mais de 1 mês até 6 meses,Não
1231,50 a 59,59,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Não se aplica
1232,50 a 59,50,Masculino,Homem Cis,Parda,Sim,Mais de 1 ano até 5 anos,Não
1233,31 a 49,37,Masculino,Homem Cis,Parda,Sim,Mais de 1 mês até 6 meses,Não
1234,31 a 49,37,Masculino,Homem Cis,Preta,Não,Mais de 1 mês até 6 meses,Não se aplica
1235,31 a 49,48,Masculino,Homem Cis,Preta,Sim,Mais de 1 mês até 6 meses,Não
1236,18 a 30,27,Masculino,Homem Cis,Parda,Sim,Mais de 1 ano até 5 anos,Não se aplica
1237,31 a 49,40,Masculino,Homem Cis,Branca,Não,Mais de 15 anos,Não se aplica
1238,31 a 49,38,Feminino,Mulher Cis,Branca,Não,Mais de 1 ano até 5 anos,Não se aplica
1239,31 a 49,32,Masculino,Homem Cis,Preta,Não,Menos de 1 mês,Não se aplica
1240,31 a 49,47,Masculino,Homem Cis,Preta,Não,Mais de 15 anos,Sim
1241,31 a 49,49,Feminino,Mulher Cis,Parda,Sim,Mais de 1 mês até 6 meses,Sim
1242,31 a 49,47,Masculino,Homem Cis,Branca,Não,Menos de 1 mês,Não se aplica
1243,50 a 59,59,Masculino,Homem Cis,Preta,Não,Menos de 1 mês,Não
1244,18 a 30,28,Masculino,Homem Cis,Parda,Sim,Mais de 5 ano até 10 anos,Sim
1245,31 a 49,45,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não
1246,18 a 30,27,Masculino,Homem Cis,Parda,Sim,Mais de 1 ano até 5 anos,Não
1247,31 a 49,36,Feminino,Mulher Cis,Parda,Sim,Mais de 10 anos até 15 anos,Não se aplica
1248,18 a 30,21,Masculino,Homem Cis,Preta,Não,Mais de 5 ano até 10 anos,Não
1249,18 a 30,25,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Não se aplica
1250,31 a 49,32,Masculino,Homem Cis,Preta,Sim,Menos de 1 mês,Não
1251,31 a 49,44,Feminino,Mulher Cis,Branca,Sim,Mais de 1 mês até 6 meses,Não se aplica
1252,50 a 59,59,Masculino,Homem Cis,Preta,Sim,Mais de 15 anos,Não
1253,18 a 30,23,Masculino,Homem Cis,Preta,Não,Mais de 5 ano até 10 anos,Sim
1254,31 a 49,49,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
1255,31 a 49,32,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Não se aplica
1256,50 a 59,58,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Sim
1257,31 a 49,37,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Sim
1258,18 a 30,26,Masculino,Homem Cis,Branca,Não,Mais de 6 meses até 1 ano,Não se aplica
1259,50 a 59,57,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Sim
1260,31 a 49,39,Masculino,Homem Cis,Parda,Não,Menos de 1 mês,Não
1261,18 a 30,30,Masculino,Homem Cis,Parda,Não,Mais de 15 anos,Não se aplica
1262,31 a 49,45,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não
1263,50 a 59,51,Masculino,Homem Cis,Parda,Não,Menos de 1 mês,Não se aplica
1264,60 a 69,65,Masculino,Homem Cis,Parda,Sim,Mais de 15 anos,Sim
1265,18 a 30,28,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
1266,12 a 17,17,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
1267,50 a 59,53,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não
1268,31 a 49,36,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
1269,31 a 49,31,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
1270,18 a 30,22,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Não
1271,31 a 49,40,Feminino,Mulher Cis,Parda,Sim,Mais de 1 ano até 5 anos,Não se aplica
1272,18 a 30,26,Masculino,Homem Cis,Indígena,Não,Mais de 6 meses até 1 ano,Sim
1273,50 a 59,58,Feminino,Mulher Cis,Branca,Sim,Mais de 15 anos,Não se aplica
1274,31 a 49,40,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não
1275,18 a 30,19,Feminino,Mulher Cis,Preta,Não,Mais de 10 anos até 15 anos,Sim
1276,31 a 49,48,Feminino,Mulher Cis,Parda,Não,Mais de 15 anos,Sim
1277,18 a 30,26,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Sim
1278,31 a 49,34,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Sim
1279,18 a 30,21,Masculino,Homem Cis,Preta,Não,Mais de 5 ano até 10 anos,Não se aplica
1280,31 a 49,35,Masculino,Mulher Trans,Parda,Não,Mais de 10 anos até 15 anos,Não se aplica
1281,18 a 30,29,Masculino,Homem Cis,Preta,Não,Mais de 10 anos até 15 anos,Não se aplica
1282,31 a 49,44,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,NS/NR
1283,50 a 59,50,Masculino,Homem Cis,Parda,Sim,Mais de 10 anos até 15 anos,Não se aplica
1284,18 a 30,21,Feminino,Mulher Cis,Preta,Não,Mais de 6 meses até 1 ano,Não se aplica
1285,31 a 49,35,Feminino,Mulher Cis,Preta,Não,Mais de 6 meses até 1 ano,Não se aplica
1286,18 a 30,28,Masculino,Homem Cis,Parda,Sim,Mais de 1 mês até 6 meses,Não se aplica
1287,50 a 59,58,Masculino,Homem Cis,Branca,Não,Mais de 1 ano até 5 anos,Sim
1288,31 a 49,49,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Não se aplica
1289,31 a 49,41,Masculino,Homem Cis,Parda,Sim,Mais de 5 ano até 10 anos,Não
1290,31 a 49,49,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
1291,31 a 49,35,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Não
1292,31 a 49,46,Masculino,Homem Cis,Parda,Sim,Mais de 1 ano até 5 anos,Não se aplica
1293,18 a 30,24,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Não se aplica
1294,18 a 30,26,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Não se aplica
1295,18 a 30,23,Masculino,Homem Cis,Preta,Não,Mais de 6 meses até 1 ano,Não se aplica
1296,31 a 49,31,Masculino,Homem Cis,Preta,Não,Mais de 10 anos até 15 anos,Não se aplica
1297,31 a 49,43,Masculino,Homem Cis,Preta,Sim,Mais de 10 anos até 15 anos,Sim
1298,31 a 49,33,Masculino,Homem Cis,Branca,Não,Mais de 15 anos,Não se aplica
1299,31 a 49,31,Masculino,Homem Cis,Parda,Sim,Mais de 10 anos até 15 anos,Sim
1300,18 a 30,29,Masculino,Homem Cis,Preta,Sim,Mais de 1 ano até 5 anos,Não
1301,31 a 49,38,Masculino,Homem Cis,Preta,Sim,Mais de 1 ano até 5 anos,Sim
1302,18 a 30,27,Masculino,Homem Cis,Preta,Sim,Mais de 6 meses até 1 ano,Sim
1303,18 a 30,21,Masculino,Homem Cis,Parda,Não,Mais de 1 mês até 6 meses,Não
1304,50 a 59,51,Masculino,Homem Cis,Parda,Sim,Mais de 15 anos,Não
1305,31 a 49,32,Masculino,Homem Cis,Preta,Sim,Mais de 15 anos,Sim
1306,31 a 49,37,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Sim
1307,31 a 49,48,Masculino,Homem Cis,Parda,Não,Mais de 1 mês até 6 meses,Não se aplica
1308,31 a 49,35,Masculino,Homem Cis,Branca,Não,Mais de 1 mês até 6 meses,Não se aplica
1309,31 a 49,45,Masculino,Homem Cis,Parda,Não,Mais de 1 mês até 6 meses,Não se aplica
1310,50 a 59,53,Masculino,Homem Cis,Parda,Sim,Mais de 1 mês até 6 meses,Sim
1311,31 a 49,48,Masculino,Homem Cis,Parda,Sim,Mais de 6 meses até 1 ano,Não se aplica
1312,31 a 49,31,Masculino,Homem Cis,Parda,Não,Mais de 1 mês até 6 meses,Não se aplica
1313,18 a 30,28,Masculino,Homem Cis,Preta,Sim,Mais de 1 ano até 5 anos,Sim
1314,18 a 30,26,Feminino,Mulher Cis,Parda,Sim,Mais de 6 meses até 1 ano,Não se aplica
1315,31 a 49,37,Masculino,Homem Cis,Preta,Sim,Mais de 6 meses até 1 ano,Não se aplica
1316,18 a 30,30,Masculino,Homem Cis,Parda,Não,Mais de 6 meses até 1 ano,Não
1317,50 a 59,50,Feminino,Mulher Cis,Preta,Sim,Mais de 15 anos,Não se aplica
1318,31 a 49,41,Masculino,Homem Cis,Branca,Não,Mais de 15 anos,Não
1319,31 a 49,40,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Não se aplica
1320,18 a 30,28,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não se aplica
1321,12 a 17,17,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Sim
1322,31 a 49,35,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Sim
1323,18 a 30,30,Masculino,Homem Cis,Branca,Não,Mais de 5 ano até 10 anos,Não
1324,31 a 49,34,Masculino,Homem Cis,Preta,Sim,Mais de 5 ano até 10 anos,Não se aplica
1325,31 a 49,36,Masculino,Homem Cis,Preta,Sim,Mais de 10 anos até 15 anos,Não se aplica
1326,31 a 49,40,Masculino,Homem Cis,Preta,Sim,Mais de 1 mês até 6 meses,Não se aplica
1327,31 a 49,37,Masculino,Homem Cis,Parda,Não,Mais de 15 anos,Não
1328,31 a 49,41,Masculino,Homem Cis,Parda,Não,Mais de 10 anos até 15 anos,Sim
1329,18 a 30,27,Masculino,Homem Cis,Preta,Sim,Mais de 15 anos,Não se aplica
1330,31 a 49,36,Masculino,Homem Cis,Preta,Não,Mais de 1 ano até 5 anos,Não se aplica
1331,18 a 30,18,Masculino,Homem Cis,Preta,Não,Mais de 1 mês até 6 meses,Não se aplica
1332,31 a 49,39,Masculino,Homem Cis,Parda,Não,Mais de 5 ano até 10 anos,Não
1333,31 a 49,38,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não se aplica
1334,31 a 49,37,Masculino,Homem Cis,Preta,Não,Mais de 15 anos,Não
1335,31 a 49,40,Masculino,Homem Cis,Parda,Não,Mais de 1 ano até 5 anos,Não
1336,18 a 30,28,Masculino,Homem Cis,Preta,Sim,Mais de 10 anos até 15 anos,Não se aplica
1337,31 a 49,33,Feminino,Homem Trans,Não identificada,Não,Mais de 10 anos até 15 anos,Não se aplica
1338,18 a 30,26,Feminino,Mulher Cis,Parda,Não,Mais de 10 anos até 15 anos,Não se aplica
1339,18 a 30,29,Masculino,Homem Cis,Preta,Não,Mais de 10 anos até 15 anos,Sim
1340,31 a 49,36,Feminino,Mulher Cis,Não identificada,Não,Mais de 15 anos,Não se aplica
1341,18 a 30,20,Feminino,Outro,Branca,Sim,Mais de 1 ano até 5 anos,Não se aplica
